#  file: fmRawProjectAuthors2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in May of 2010
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT fp.project_id, fp.projectname_short, fpa.author_name, fpa.author_role 
#  FROM `fm_project_authors` fpa, fm_projects fp 
#  WHERE fp.datasource_id=218
#  AND fpa.datasource_id=218
#  AND fpa.project_id = fp.project_id
#  ORDER BY fp.project_id
#
#  datasource_id = 218 is the May 2010 run on freshmeat.
project_id	projectname_short	author_name	author_role
50705	gplpanzer\n    	Felipe	Owner
50707	personalaccess\n    	Shra	Owner
50708	xtom\n    	Taras	Owner
50709	malint\n    	Dillo	Owner
50709	malint\n    	NiH	Admin
50711	rexxgd\n    	markh	Owner
50714	bosh\n    	Alex Sisson	Owner
50715	spamresponder\n    	Stephan Schmieder	Owner
50716	ballsmacker\n    	Simon Howard	Owner
50719	transconv\n    	maHo	Owner
50723	mdf2iso\n    	Salvatore Santagati	Owner
50724	sails\n    	Bubble Cakes	Owner
50725	simpledoc\n    	Cezary Tomczak	Owner
50726	poker-eval\n    	Loic Dachary	Owner
50726	poker-eval\n    	pokersource	Robot
50727	stelscsv\n    	J-Stels Software	Owner
50728	stelsengine\n    	J-Stels Software	Owner
50729	jduplicate\n    	Luc Vo Van	Owner
50731	arpalert\n    	Thierry FOURNIER	Owner
50733	gst-editor\n    	Uraeus	Owner
50734	gridsphere\n    	Jason Novotny	Owner
50735	wired\n    	Doomsday	developer
50735	wired\n    	Loule	manager
50735	wired\n    	Colin Laplace	Owner
50736	cnumeroaletra\n    	Omar	Owner
50738	net2ftp\n    	David	Owner
50739	java_ticker_applet\n    	stockapplets	Owner
50740	openspear\n    	__ed__	Owner
50741	pixies\n    	Matteo Merli	Owner
50742	my_yaca\n    	D. Bernard	Owner
50744	pfconf\n    	Volker Tanger	Owner
50745	jsoko\n    	Matthias Meger	Owner
50746	wxsftp\n    	ziberpunk	Owner
50750	asy\n    	John Bowman	Owner
50750	asy\n    	Andy Hammerlindl	owner
50751	picforth\n    	Samuel Tardieu	Owner
50754	kmobiletools\n    	RockMan	Owner
50755	openca-ocspd\n    	Massimiliano Pala	Owner
50756	medi8\n    	AG	Owner
50759	gpac\n    	jeanlf	Owner
50760	sparkline\n    	James Byers	Owner
50761	freecast\n    	Alban	Owner
50763	smmapdfw\n    	woho	Owner
50764	podcatcher\n    	doga	Owner
50765	qtswaret\n    	Franknux	Owner
50766	cxxtools\n    	Tommi Mäkitalo	Owner
50768	webbooster\n    	Brendon Upson	Owner
50769	octaviz\n    	tdragan	Owner
50771	gmtodo\n    	Paul Miller	Owner
50773	shadowsrising\n    	Maugrim The Reaper	Owner
50774	logviewer\n    	cmorgner	Owner
50775	infojection\n    	Dunc	Owner
50776	mbootpack\n    	Tim Deegan	Owner
50777	lrucache\n    	Evan Prodromou	Owner
50778	livido\n    	Jaromil - dyne.org	Owner
50779	webcp\n    	Peter	Owner
50783	emfatic\n    	alphaWorks	Owner
50784	ipod-folder\n    	Longfingers	Owner
50785	hpl\n    	imipak	Owner
50786	hpcc\n    	imipak	Owner
50786	hpcc\n    	Piotr Luszczek	Owner
50787	tpie\n    	imipak	Owner
50787	tpie\n    	Thomas Mølhave	Co-Admin
50788	controlcc\n    	Frederico Recsky	Owner
50792	xadpam\n    	Adrian Ber	Owner
50794	firefoot\n    	Jeronimo	Owner
50796	autosquidguard\n    	Leonardo Felicetti	Owner
50797	rawlib\n    	Jari Savolainen	Owner
50797	rawlib\n    	Mika Majakorpi	Owner
50798	metalmech\n    	Dzmitry A. Haiduchonak	Owner
50799	serendipity\n    	garvinhicking	Owner
50799	serendipity\n    	Zoran Kovacevic	Admin
50800	rrdutil\n    	Matt Simerson	Owner
50802	smtarpit\n    	Paul Grosse	Owner
50803	vx-mode\n    	jrychter	Owner
50804	wlan-config\n    	Rubix Linux	Owner
50806	ali\n    	Roger Flores	Owner
50807	sharedance\n    	j	Owner
50808	backup-manager\n    	Alexis SUKRIEH	Owner
50809	5ball\n    	Paul Sherman	Owner
50810	jarin\n    	Ferdinand Prantl	Owner
50813	radinks\n    	e4c5	Owner
50814	klmcl\n    	Max	Owner
50815	cdi2iso\n    	Salvatore Santagati	Owner
50816	jaeger\n    	David P. Janes	Owner
50817	smk\n    	Momchil Velikov	Owner
50818	smta\n    	Andrea Marchesini	Owner
50819	csv2xml\n    	jacob	Owner
50820	londonlaw\n    	Paul Pelzl	Owner
50823	libral\n    	Nicola Fragale	Owner
50826	flrec\n    	matteo lucarelli	Owner
50828	vtags\n    	pantoine	Owner
50829	bbcode\n    	Christian Seiler	Owner
50831	kreetingkard\n    	UTUMI Hirosi	Owner
50832	gentoo-syntax\n    	Ciaran McCreesh	Owner
50833	mtfetcher\n    	Eugene Panin	Owner
50835	config-plus\n    	Andrey Kotrekhov	Owner
50836	freemis\n    	Robert Jones	Owner
50837	ldapmgr\n    	Andrew Dolgov	Owner
50838	elitejournal\n    	htonl	Owner
50839	xmffmpeg\n    	xmanuelator	Owner
50840	javafbp\n    	Paul Morrison	Owner
50841	rwdruby\n    	Gibby	Owner
50842	wxyzv2\n    	sanmikhalych	Owner
50848	frugalware\n    	VMiklos	Owner
50849	klear\n    	Marco Kraus	Owner
50849	klear\n    	Franziska Haeger	Co-Maintainer
50854	wumi\n    	Georg Graf	Owner
50855	gluas\n    	Øyvind Kolås	Owner
50856	confiserie\n    	cityhunter	Owner
50857	yeahconsole\n    	knorke	Owner
50860	wapremote\n    	Tony B	Owner
50863	bbcocoa\n    	Zachary Bedell	Owner
50865	svgdebug\n    	rafael_de_pablo	Owner
50866	xins\n    	Anthony Goubard	Administrator and Developer
50866	xins\n    	Lex Uijthof	Administrator and Developer
50866	xins\n    	Ernst de Haan	Owner
50867	batchsyncreport\n    	Glasswalk3r	Owner
50868	nebula-irc\n    	legolas	Owner
50869	site-search-pro\n    	Shedix	Owner
50870	airprobe\n    	theEd	Owner
50871	e-mountbox\n    	Michal Veselenyi	Owner
50872	libssh\n    	Aris Adamantiadis (aka spacewalker)	Owner
50873	mail-toaster\n    	Matt Simerson	Owner
50874	nariva\n    	Christopher Ottley	Owner
50876	junitour\n    	Robert Hostlowsky	Owner
50877	subcheck\n    	hkamphor	Owner
50878	kde-kturtle\n    	Cies Breijs	Owner
50880	ganzua\n    	Jesús Adolfo García Pasquel	Owner
50881	libircservice\n    	João M. Pinto	Owner
50883	ifaqmaker\n    	Izzy	Owner
50884	dfs\n    	John Goerzen	Owner
50885	missingh\n    	John Goerzen	Owner
50886	libxmlconf\n    	James Sapara	Owner
50888	py-radix\n    	Damien Miller	Owner
50890	vtracer\n    	danny_n	Owner
50893	akfquiz\n    	Andreas K. Foerster	Owner
50894	xdesktopwaves\n    	Oliver Hamann	Owner
50895	swiftchart\n    	swift	Owner
50896	andrew\n    	Alessandro Di Rubbo	Owner
50897	postscriptbarcode\n    	Terry Burton	Owner
50898	xmms-announcer\n    	Josh Kearney	Owner
50900	nzbperl\n    	Guido Bakker	Owner
50901	assetman\n    	John Frank	Owner
50902	highvip\n    	Marcin Kurzawa	Owner
50903	p7zip\n    	myspace54	Owner
50904	personalbackup\n    	linuxtuxie	Owner
50908	mod-accounting\n    	Justin Ossevoort	Owner
50909	outwit\n    	Diomidis Spinellis	Owner
50911	sweepover\n    	Damien Challet	Owner
50912	camview\n    	corey	Owner
50913	kdocker\n    	Girish Ramakrishnan	Owner
50915	rg1000_airport_dialer_monitor_lcr\n    	fn	Owner
50916	arpwatch2html\n    	sisms	Owner
50919	gogglesmm\n    	Sander Jansen	Owner
50922	prepstools\n    	Ken Sodemann	Owner
50926	ipazounds\n    	jamie	Owner
50927	reorganize4l\n    	HyperMusic	Owner
50929	pyode\n    	Timothy Stranex	Owner
50930	librtcevents\n    	catkiller	Owner
50931	faqtor\n    	Phil Schwartz	Owner
50933	amypkg\n    	rob	Owner
50934	pot\n    	Dino	Owner
50936	hiqformmail\n    	thehark	Owner
50937	regexview\n    	Reto	Owner
50938	ppf\n    	Maksym Veremeyenko	Owner
50940	resxml\n    	Paul Hoadley	Owner
50942	thunderbirdspf\n    	Joshua Tauberer	Owner
50943	iftools\n    	Joern P. Meier	Owner
50944	calyxo\n    	Christoph Beck	Owner
50945	python_logging\n    	Vinay Sajip	Owner
50946	python_config\n    	Vinay Sajip	Owner
50947	cpan2tgz\n    	Jason Woodward	Owner
50948	te-common\n    	AST	Owner
50949	ah3\n    	Joe Croft	Owner
50950	articlelive\n    	Interspire Pty Ltd	Owner
50953	genbuf\n    	Justin Ossevoort	Owner
50955	time-sheets-attendance\n    	WT	Owner
50956	liboil\n    	Uraeus	Owner
50957	dijjer\n    	Ian Clarke	Owner
50958	labomanager\n    	olivier	Owner
50959	remotepcm\n    	Maksym Veremeyenko	Owner
50960	hl7browser\n    	Mike Litherland	Owner
50961	nailgun\n    	Marty Lamb	Owner
50962	fontcollector\n    	Alexander R. Pruss	Owner
50965	datamonster\n    	Darel Finkbeiner	Owner
50966	qwt\n    	Uwe Rathmann	Owner
50968	swtjasperviewer\n    	JasperAssistant	Owner
50972	fixsrcip\n    	Mezcalero	Owner
50973	oink\n    	OrganicOrange	Owner
50975	build-interceptor\n    	OrganicOrange	Owner
50977	antinstaller\n    	teknopaul	Owner
50978	libcurlmono\n    	Jeff Phillips	Owner
50980	autofsng\n    	mwaychison	Owner
50982	progressbar\n    	Gerd Weitenberg	Owner
50984	apolos\n    	Davidlohr Bueso A.	Owner
50985	ffmpeg-php\n    	tkirby	Owner
50986	inputpipe\n    	Micah Dowty	Owner
50988	mutt-folderlist\n    	Terry Chan	Owner
50989	videoguide\n    	Michael	Owner
50990	mcp2510btc\n    	Sebastian Block	Owner
50991	pyntor\n    	Josef Spillner	Owner
50994	simplepagearchive\n    	Alexander Meisel	Owner
50995	pia\n    	Samuel Suter	Owner
50997	streamlister\n    	crass	Owner
50998	ruby-net-ssh\n    	Jamis	Owner
50999	gorf\n    	gnudutch	Owner
51000	amlet\n    	Fabian Bastin	Owner
51001	xmlresume2x\n    	gettalong	Owner
51004	cvs-mailcommit\n    	Joey Schulze	Owner
51006	mygeos\n    	berell	Owner
51007	forma\n    	Peter Bauer	Owner
51008	mynewsscr\n    	Joel Savignon	Owner
51009	mynewspm\n    	Joel Savignon	Owner
51010	ksb26\n    	Paolo Ardoino	Owner
51011	mynewswww\n    	Joel Savignon	Owner
51012	klira\n    	wolfbrother	Owner
51014	tslogparser\n    	Sebastien Decugis	Owner
51015	twe42\n    	Sven Tantau	Owner
51018	cire\n    	Andrew M	Owner
51019	ecmedit\n    	Alex Harford	Owner
51020	dddns\n    	sittingduck	Owner
51021	logfmon\n    	Nicholas Marriott	Owner
51022	uniconv\n    	Miguel Garvie	Owner
51023	equinox-3d\n    	lnxpilot	Owner
51024	rwdaddresses\n    	Gibby	Owner
51025	xcomic\n    	mikexstudios	Owner
51028	iptrope\n    	Chris Lowth	Owner
51029	ibis\n    	Rob van Nieuwpoort	Owner
51032	ddc-concordance\n    	Kai Zimmer	Owner
51033	hawron\n    	Simon Mieth	Owner
51034	indexator\n    	Marble	Owner
51036	_newmail_\n    	Joey Schulze	Owner
51038	cputemp\n    	Robert Avilov	Owner
51040	libtimidity\n    	Konstantin Korikov	Owner
51041	logmonster\n    	Matt Simerson	Owner
51042	xmms-timidity\n    	Konstantin Korikov	Owner
51044	minibill\n    	MattFred	Owner
51046	axisemc\n    	jepler	Owner
51048	putmail\n    	rg3	Owner
51050	python-urwid\n    	Ian Ward	Owner
51051	mod_mysql_userdir\n    	Matthew Gamble	Owner
51055	libmemcache\n    	Sean Chittenden	Owner
51056	relokate\n    	Josef Spillner	Owner
51057	pgmemcache\n    	Sean Chittenden	Owner
51059	tkkasse\n    	Jan Kandziora	Owner
51060	bless\n    	Alexandros Frantzis	Owner
51061	vpopmail_daemon\n    	Steki	Owner
51062	onemaxx\n    	Andrej Falout	Owner
51063	jast-agi\n    	flower	Owner
51064	gstftpd\n    	flower	Owner
51066	openmailadmin\n    	hurrikane	Owner
51067	atvguide\n    	Andrew Ayer	Owner
51068	ggui\n    	Panayotis Katsaloulis	Owner
51069	htmlproc\n    	Raster	Owner
51070	gcid4isdn\n    	tomstank	Owner
51071	fca\n    	Audrius Meškauskas	Owner
51072	bashcomp-config\n    	Aaron Walker	Owner
51074	kphone\n    	Firebird	Owner
51075	thing\n    	Dirk Moebius	Owner
51076	kdx\n    	Haxial	Owner
51077	fedit\n    	Panayotis Katsaloulis	Owner
51078	annotate_gschem\n    	Mark Whitis	Owner
51079	gschem2xpcb\n    	Mark Whitis	Owner
51080	bloglines_notifier\n    	swizin	Owner
51081	as2api\n    	David Holroyd	Owner
51082	makeutil\n    	aisa	Owner
51082	makeutil\n    	Alan Post	Owner
51083	learning-management-system\n    	WT	Owner
51084	mod_highlight\n    	Paul Querna	Owner
51085	asbook\n    	ewl	Owner
51087	ldview\n    	Peter Bartfai	Owner
51088	valid_fields\n    	Olaf	Owner
51091	t-3\n    	Derek Hausauer	Owner
51092	mypersonalhomepage\n    	Patrice	Owner
51093	souk\n    	Emmanuel Raviart	Owner
51094	molimo\n    	Buba	Owner
51095	faumachine\n    	Tali	Owner
51096	squid-imap\n    	Kamas Muhammad	Owner
51097	envgenie\n    	Catalin Hritcu	Owner
51097	envgenie\n    	Dan Gafencu	Author
51098	set-cd-rom-speed\n    	Michal Kosmulski	Owner
51099	staffhols\n    	Reuben	Owner
51100	sinswcf\n    	Marko Kanala	Owner
51101	svn2cl\n    	Arthur	Owner
51102	addneditcookies\n    	addneditcookies	Owner
51103	compframe\n    	Peter R. Torpman	Owner
51104	arsenal\n    	Martin Barclay	Owner
51105	ideforlaszlo\n    	alphaWorks	Owner
51106	gvcard\n    	Eric Ries	Owner
51109	jadminusers\n    	coffman	Owner
51113	netmindogg\n    	Robert	Owner
51114	vcg_metro\n    	Paolo Cignoni	Owner
51115	sat2xml\n    	fn	Owner
51116	skipdb\n    	Steve Dekorte	Owner
51117	jafs\n    	sbbi	Owner
51118	upnplib\n    	sbbi	Owner
51119	fastcalc\n    	Panayotis Katsaloulis	Owner
51120	yoda-dm\n    	Panayotis Katsaloulis	Owner
51121	retax\n    	Panayotis Katsaloulis	Owner
51122	htdoogle\n    	Lars	Owner
51123	amyedit\n    	rob	Owner
51124	nicl\n    	alphaWorks	Owner
51126	libtftp\n    	Flameeyes	Owner
51127	openwebwork\n    	Sam Hathaway	Owner
51131	gkleds\n    	Øyvind Hagen	Owner
51132	grandfandango\n    	Alex Pounds	Owner
51134	episoder\n    	Stefan Ott	Owner
51135	usbip\n    	hirofuchi	Owner
51136	bootchart\n    	Ziga Mahkovec	Owner
51138	partlogic\n    	Andy McLaughlin	Owner
51139	xlivecd\n    	Dick Repasky	Owner
51140	redpos\n    	Lennart Petersson	Owner
51141	citations\n    	Davide Carboni	Owner
51144	cpp_regex\n    	unr_stuart	Owner
51145	qcadesigner\n    	QCADesigner	Owner
51148	cros\n    	Simon Strandgaard	Owner
51149	evilib\n    	mickael	Owner
51150	fuelrecord\n    	Trandor	Owner
51155	flashmysqladmin\n    	FlashMyAdmin	Owner
51156	mergemill\n    	Cross Culture Limited	Owner
51157	ruby-net-sftp\n    	Jamis	Owner
51158	zentracking\n    	zentracking	Owner
51159	quattor\n    	galera	Owner
51159	quattor\n    	Marco Emilio Poleggi	Administrator
51160	kuote\n    	Michal Kosmulski	Owner
51161	clitdb\n    	Colin JN Breame	Owner
51162	libexo\n    	bmeurer	Owner
51163	gromacs\n    	Marcin Wojdyr	Owner
51165	barpass\n    	jas88	Owner
51167	xwoaf\n    	forther	Owner
51168	rrsql\n    	Decibel	Owner
51180	s11nbrowser\n    	stephan beal	Owner
51181	snakememory\n    	Eugene Morozov	Owner
51182	wifiadmin\n    	indi0	Owner
51183	spellchecker\n    	Reza Salehi	Owner
51184	icws\n    	infoeng	Owner
51188	fairuce\n    	alphaWorks	Owner
51189	serco\n    	Raul Giucich	Owner
51190	schoolbell\n    	Tom Hoffman	Owner
51190	schoolbell\n    	Tom von Schwerdtner	admin
51191	wyofiler\n    	Otto Wyss	Owner
51192	gparted\n    	Rolf	Owner
51194	brainwash\n    	Aggelos Orfanakos	Owner
51195	bist\n    	cage_20	Owner
51200	lcd-linux\n    	Mattia Jona	Owner
51203	freecs\n    	Manfred Andres	Owner
51204	fe3d\n    	Stou	Owner
51205	vcddb\n    	k0nni	Owner
51206	webupdate\n    	Tobbe Eek	Owner
51209	seldon\n    	Vivien Mallet	Owner
51210	maos\n    	bigGerman	Owner
51211	xaes\n    	Stephane	Owner
51212	pbzip2\n    	Jeff Gilchrist	Owner
51214	uml2svg\n    	Marta Girdea	Main Developer
51214	uml2svg\n    	Catalin Hritcu	Main Developer
51214	uml2svg\n    	Sergiu Dumitriu	Main Developer
51215	rpmdig\n    	Jan Andrejkovic	Owner
51217	property-management-software\n    	WT	Owner
51221	conceptbase\n    	ConceptBase Team	Owner
51224	bnirc\n    	Brandon Niemczyk	Owner
51233	rrdpoller\n    	Olivier Poitrey	Owner
51235	drill\n    	Miek Gieben	Owner
51237	myfw\n    	node3667	Owner
51238	pyqlogger\n    	Eli Yukelzon	Owner
51239	lapispuzzle\n    	Gürkan	Owner
51240	jinto\n    	G&H Softwareentwicklung GmbH	Owner
51241	dico\n    	G&H Softwareentwicklung GmbH	Owner
51242	fig2ps\n    	Vincent Fourmond	Owner
51243	nss-mdns\n    	Mezcalero	Owner
51244	spammergrok\n    	peek	Owner
51245	phpmyrecipes\n    	Todd Palino	Owner
51246	plash\n    	mseaborn	Owner
51247	jregexptester\n    	Alain Cabon	Owner
51248	phprunner\n    	Arash Moslehi	Owner
51249	grapevine-gui\n    	Mithun Chaubey	Owner
51250	seashore-osx\n    	Mark Pazolli	Owner
51251	geant4\n    	imipak	Owner
51252	clhep\n    	imipak	Owner
51258	ivysync\n    	Jaromil - dyne.org	Owner
51262	jsbsim\n    	Jon S. Berndt	Owner
51263	avusbradio\n    	Dunkelstern	Owner
51264	mcb_simpleserver\n    	MC Breit	Owner
51265	fiin\n    	sq5bpf	Owner
51266	ptunnel\n    	Daniel Stodle	Owner
51268	ezediaqti\n    	eZedia Inc.	Owner
51269	aburatan\n    	Mike Blackney	Owner
51270	phpkenosim\n    	drCRM	Owner
51272	autoresponse\n    	Vedanta Barooah	Owner
51273	r404\n    	Daniel	Owner
51274	yex\n    	Giuseppe	Owner
51275	ienjinia\n    	Gerardo Horvilleur	Owner
51277	aggrevator\n    	Adewale Oshineye	Owner
51279	avrdude\n    	Optophonic	Owner
51281	unipackage\n    	ben	Owner
51284	spikeassetmanager\n    	matt_harrison	Owner
51285	plsqlintgen\n    	Faruq	Owner
51286	hanjadic\n    	Dan Bravender	Owner
51287	deletemail\n    	Holger Weiss	Owner
51289	transfodocbook\n    	Sylvain De Feo	Owner
51290	vetcalc\n    	Jacob Alberty	Owner
51291	cd_create\n    	Abi Arroyo	Owner
51292	phpmysystem\n    	eric	Owner
51293	dstress\n    	Thomas Kühne	Owner
51295	pfpstudio\n    	Colin	Owner
51297	confluence_sdl\n    	Tom Hawkins	Owner
51299	giwconfig\n    	Polychronis Ypodimatopoulos	Owner
51300	ogmrip\n    	billl	Owner
51301	pgd\n    	rahat	Owner
51303	agilebill\n    	Agileco	Owner
51304	informal\n    	Tom Hawkins	Owner
51305	sekhost\n    	Lane Powers	Owner
51307	phpbeans\n    	Lux	Owner
51308	mdns-scan\n    	Mezcalero	Owner
51309	zoneedit\n    	Meilof	Owner
51312	sundials\n    	imipak	Owner
51313	testify\n    	Harry Brueckner	Owner
51314	alco\n    	Josip Deanovic	Owner
51316	questagent\n    	JObjects	Owner
51318	xlsjdbc\n    	Andre Schild	Owner
51319	yagg\n    	David Coppit	Owner
51320	sparks\n    	David P. Janes	Owner
51321	wimmix\n    	Pixis5	Owner
51322	stardict-ed\n    	Evgeniy	Owner
51323	posterblog\n    	KiyuKo	Owner
51324	xchat-gnome\n    	David Trowbridge	Owner
51325	iridiumflares\n    	Emmanuel ZURMELY	Owner
51326	fff_ffl\n    	perdenab	Owner
51327	tzls_tzx\n    	perdenab	Owner
51328	libtholoura\n    	Panayotis Katsaloulis	Owner
51329	dlsql\n    	Mr. Zdeeck	Owner
51330	schism\n    	storlek	Owner
51331	rexxcurl\n    	markh	Owner
51332	karra\n    	Isopogon	Owner
51333	openpicturespace2\n    	Marc Le Douarain	Owner
51337	graveman\n    	CRESTO Sylvain	Owner
51338	sjpt\n    	Catalin Hritcu	Owner
51339	lmpcm_usb\n    	David Oliveira	Owner
51340	aubio\n    	Paul Brossier	owner
51342	scuba_table_nodeco\n    	Paul Fenwick	Owner
51344	mthc\n    	Alireza Abedini	Owner
51346	secpwgen\n    	Zeljko Vrba	Owner
51347	btrc\n    	rosko	Owner
51348	walkietalkie\n    	Justin	Owner
51350	adesklets\n    	S.Fourmanoit	Owner
51352	dhcp-helper\n    	Simon Kelley	Owner
51354	yeahlaunch\n    	knorke	Owner
51355	libencio\n    	Mario Juric	Owner
51356	tilda\n    	kungfooguru	Owner
51357	mcb_languagesys\n    	MC Breit	Owner
51358	ytnef_smtpd_py\n    	Viraj Alankar	Owner
51359	nchat\n    	Bryan Burns	Owner
51362	endecode\n    	Xephyrus	Owner
51364	fortune-mod-ru\n    	Acid Jack	Owner
51365	tclircd\n    	antirez	Owner
51366	libkarma\n    	Frank Zschockelt	Owner
51367	otr\n    	Ian Goldberg	Owner
51368	tuatara\n    	Houman Atashbar	Owner
51369	chip-php\n    	Ewan Mellor	Owner
51370	robocode_robots\n    	Marco Bakera	Owner
51372	radiomanjava\n    	pauldy	Owner
51373	dumbass\n    	Peter Willis	Owner
51374	simplegroupware\n    	Thomas Bley	Owner
51375	fullsync\n    	codewright	Owner
51376	freesms\n    	Shaffin Bhanji	Owner
51377	abrick\n    	Milan Babuskov	Owner
51378	moltiblock\n    	Marvin	Owner
51379	snotes\n    	jvc	Owner
51380	simetro\n    	Kurt Rosenfeld	Owner
51381	gebop\n    	aanno	Owner
51382	diskwriggler\n    	Gavin Stewart	Owner
51383	mobileuseragent\n    	Craig Manley	Owner
51384	zebraworkflow\n    	Ben Gidley	Owner
51385	bondsj2ee\n    	WebCab Components	Owner
51386	haxialcalc\n    	Haxial	Owner
51387	tiled\n    	Bjørn Lindeijer	Co-developer
51389	svs\n    	Ralf S. Engelschall	Owner
51391	cgrab\n    	Marcin Cylke	Owner
51392	buildaudit\n    	gege	Owner
51393	ygma\n    	ampersandman	Owner
51394	rubyslippers\n    	Gibby	Owner
51395	dxf_browser\n    	Cempirek Miloslav	Owner
51396	pfqueue\n    	Stefano Rivoir	Owner
51398	displaytag\n    	Eu Gene Lim	Owner
51399	cowloop\n    	AT Consultancy	Owner
51400	otk\n    	kindman	Owner
51401	ndoclet\n    	Robin Boerdijk	Owner
51404	khtb\n    	Darius	Owner
51405	lmbox\n    	Vlad Seryakov	Owner
51411	copyfs\n    	BokLM	Owner
51413	marauder\n    	Arthur Huillet	Owner
51415	wpkg\n    	mangoo	Owner
51416	imnarrator\n    	Eric Ries	Owner
51418	uima\n    	alphaWorks	Owner
51421	libscl\n    	Douglas Jerome	Owner
51422	job-costing-software\n    	WT	Owner
51423	kenosis\n    	malcolmredheron	Owner
51423	kenosis\n    	Eric Ries	cool guy
51424	ivman\n    	Rohan McGovern	Owner
51425	alltray\n    	jebe	Owner
51426	zlog\n    	Arthur Huillet	Owner
51429	ext_shapelib\n    	axelm	Owner
51430	jetnuke\n    	Andrea Mazzolini	Owner
51433	optisurf\n    	Dirk Folsche	Owner
51435	php_tags\n    	Roman Bogorodskiy	Owner
51437	fortune4all\n    	Jon Vlachoyiannis	Owner
51438	pynamicd\n    	Lane Powers	Owner
51440	zengarden\n    	Milosz Tanski	Owner
51441	edanator\n    	EArthur	Owner
51442	jc_cmdline\n    	Sam Stainsby	Owner
51445	pgasync\n    	James Turner	Owner
51446	linux-802-15-4\n    	korovkin	Owner
51447	creloaded\n    	nimitz1061	Owner
51449	esekeyd\n    	Krzysztof Burghardt	Owner
51450	sptrace\n    	Krzysztof Burghardt	Owner
51452	mpnt\n    	Catalin Hritcu	Owner
51452	mpnt\n    	Raluca Gordan	Main Developer
51453	proxyview\n    	Krzysztof Burghardt	Owner
51454	ung\n    	Teri	Owner
51456	ogle_remote\n    	rosko	Owner
51458	vxargs\n    	Yun Mao	Owner
51459	bork\n    	Matthew Phillips	Owner
51461	eaccelerator\n    	rjcol	Owner
51461	eaccelerator\n    	kifran	admin
51462	rq4gen\n    	Javier Amor Garcia	Owner
51463	libft\n    	Krzysztof Burghardt	Owner
51464	pitivi\n    	Edward Hervey	Owner
51474	geneapro\n    	Giovanni Ambruso	Owner
51475	eagle-usb\n    	Benoît Audouard	Owner
51477	scrymud\n    	BoredSpy	Owner
51479	imap-purge\n    	Harry Brueckner	Owner
51480	autovol\n    	Sam B	Owner
51482	regexpviewer\n    	David N. Welton	Owner
51483	atmission\n    	AT Consultancy	Owner
51484	listps\n    	C.S.Larsen	Owner
51486	keyano\n    	TravisBarker	Owner
51487	gofun\n    	Tobias Gläßer	Owner
51490	rasr4w\n    	alphaWorks	Owner
51491	vcs\n    	Vyacheslav I. Levtchenko	Owner
51493	arca-aranha\n    	krico	Owner
51496	autenticador\n    	Marco Tulio T. de Matos	Owner
51497	tinyglot\n    	Alessandro Ranellucci	Owner
51498	glst\n    	david	Owner
51499	garbure\n    	mammique	Owner
51506	imc2\n    	David Barth	Owner
51506	imc2\n    	IDEALX	Admin
51507	myaddressbook\n    	Andy Balaam	Owner
51508	sflphone\n    	Savoir-faire Linux inc.	Owner
51509	photocomments\n    	Gregor Maier	Owner
51510	darkstat\n    	Emil Mikulic	Owner
51512	tc-chat\n    	www.individual-it-services.de	Owner
51514	tdbedit\n    	Thomas F	Owner
51515	md5i\n    	pajp	Owner
51516	radfile\n    	e4c5	Owner
51517	jc_depend\n    	Sam Stainsby	Owner
51518	qtuneroid\n    	Boo	Owner
51519	jazz\n    	Ivan Vernichenko	Owner
51520	hexagraph\n    	Maurizio De Cecco	Owner
51521	phasis\n    	mgerardi	Owner
51522	logicsgate\n    	hybridmachine	Owner
51528	acl2\n    	Jared Davis	Owner
51529	aeromail\n    	Dion Nicolaas	Owner
51530	wmfscpos\n    	Stefan Ott	Owner
51531	bstring\n    	Nick Welch	Owner
51532	metafs\n    	CondorDes	Owner
51533	megatunix\n    	Dave J. Andruczyk	Owner
51534	redet\n    	Bill Poser	Owner
51535	sbdd\n    	Jordan Wilberding	Owner
51538	mediaframe\n    	Joseph Denne	Owner
51540	xdevelop\n    	Omnicore	Owner
51542	propertylist\n    	Zoe	Owner
51543	red-piranha\n    	paul	Owner
51544	kiga3000\n    	Johannes Nicolai	Owner
51546	hermespost\n    	Diaolin	Owner
51547	rtbteam\n    	Johannes Nicolai	Owner
51548	bush\n    	Ken O Burtch	Owner
51551	pumpservlet\n    	bojan	Owner
51552	macflightgear\n    	Tat Nishioka	Owner
51553	inktank\n    	Chris Erbach	Owner
51555	uoamhub\n    	Max Kellermann	Owner
51556	binmay\n    	Sean Loaring	Owner
51557	ez-xml\n    	Aaron Voisine	Owner
51558	uniutils\n    	Bill Poser	Owner
51559	log4sh\n    	Kate Ward	Owner
